timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,isFailure,total
1526375155011578,-61,49,83,77,-52,-32,59,10,false,144.625
1526375155011578,6,2,-38,-86,-7,127,98,-47,false,134.875
1526375155015586,103,-27,-53,-14,57,95,101,116,false,175.25
1526375155015586,-41,-9,-118,-50,33,95,-51,-77,false,100.75
1526375155024586,-3,-29,-27,-28,-23,-45,-71,-2,false,100
1526375155024586,34,53,103,89,14,-105,81,-14,false,159.875
1526375155039599,16,-30,-40,11,-38,-83,-51,-69,false,92.5
1526375155039599,37,-26,-32,-97,43,82,95,109,false,154.375
1526375155045605,69,16,20,70,-6,-98,91,21,false,150.875
1526375155045605,-72,-32,-96,-122,50,122,3,-31,false,105.75
1526375155062617,-69,-49,-110,-128,-12,-42,-52,-44,false,65
1526375155062617,21,99,127,127,-82,-77,-10,-87,false,142.75
1526375155063613,-58,76,-31,-83,51,105,87,127,false,162.25
1526375155063613,76,-81,-128,-128,-4,-50,9,-116,false,75.25
1526375155075625,104,8,48,98,43,100,73,85,false,197.875
1526375155075625,-84,6,21,4,20,56,-67,27,false,125.875
1526375155084636,37,-57,-109,-56,-60,6,-87,31,false,91.125
1526375155084636,-73,97,80,76,40,-59,-36,-32,false,139.625
1526375155098641,-2,-30,-75,-74,-26,37,-13,-98,false,92.875
1526375155098641,96,-8,-85,-99,21,67,127,36,false,147.375
1526375155105645,28,18,56,69,-36,-62,46,62,false,150.625
1526375155105645,0,-17,-20,-14,-59,31,-60,-50,false,104.375
1526375155121651,-47,22,-26,-8,40,40,-62,83,false,133.25
1526375155121651,-41,-40,-114,-112,4,-70,71,-25,false,87.125
1526375155128661,-13,-48,-30,-59,-40,-17,-88,-81,false,81
1526375155128661,-97,-35,-98,-44,-51,78,47,-9,false,101.875
1526375155135661,51,44,127,127,29,13,61,-85,false,173.875
1526375155135661,-104,51,42,-63,74,-6,-40,-23,false,119.375
1526375155144671,50,33,-12,-49,-16,105,45,12,false,149
1526375155144671,85,-31,-41,-67,-58,54,74,-23,false,127.125
1526375155159681,-95,-25,-128,-128,19,-60,-34,-48,false,65.625
1526375155159681,-19,39,75,-27,78,127,-5,27,false,164.875
1526375155165687,68,-28,127,127,-50,-124,-94,-18,false,129
1526375155165687,-49,23,45,-56,43,49,6,61,false,143.25
1526375155181702,21,-30,-102,-96,77,127,112,43,false,147
1526375155181702,32,16,60,77,-8,32,-68,13,false,147.25
1526375155188696,-10,41,-94,-128,89,-32,45,-9,false,115.75
1526375155188696,62,15,65,87,-56,-50,-125,-37,false,123.125
1526375155195710,-42,-9,61,127,-85,-128,76,51,false,134.375
1526375155195710,-128,-104,-128,-75,-22,60,49,-20,false,82
1526375155212712,86,38,40,47,61,127,42,-12,false,181.625
1526375155212712,-49,21,63,79,5,-79,-19,20,false,133.125
1526375155218721,26,12,-43,-86,27,83,76,-81,false,129.75
1526375155218721,82,55,86,122,-64,29,68,116,false,189.75
1526375155225725,-69,-20,-123,-128,-26,-18,-31,-16,false,74
1526375155225725,35,-70,-48,82,86,43,99,-49,false,150.25
1526375155241736,-115,51,-15,-29,69,14,25,58,false,135.25
1526375155241736,127,-35,31,63,-105,127,124,-47,false,163.625
1526375155248742,15,31,-84,-72,79,121,114,86,false,164.25
1526375155248742,-128,20,-95,-115,-41,-65,-116,37,false,65.125
1526375155264751,82,-85,-78,-92,13,90,30,-9,false,121.875
1526375155264751,21,24,66,80,16,-45,-36,-128,false,127.75
1526375155266748,11,107,-18,-51,-27,-38,-35,3,false,122
1526375155266748,-45,-24,-25,58,28,73,4,91,false,148
1526375155278761,19,-102,-114,-106,7,-49,-126,54,false,75.875
1526375155278761,49,93,56,65,-19,-52,-15,-87,false,139.25
1526375155285770,-90,-91,-65,-48,71,82,50,-112,false,102.625
1526375155285770,107,54,-94,-128,-80,-55,-50,70,false,106
1526375155301777,-52,46,103,118,-34,-49,15,-52,false,139.875
1526375155301777,11,-30,-128,-128,5,66,-24,77,false,109.125
1526375155315785,-33,-119,33,75,-112,-121,-106,-96,false,68.125
1526375155315785,36,98,81,35,-11,127,97,64,false,193.875
1526375155324789,0,-25,-63,124,71,69,89,28,false,164.625
1526375155324789,25,40,-77,-70,55,-128,-70,28,false,103.375
1526375155326788,27,6,22,79,-38,9,127,73,false,166.125
1526375155326788,-15,-83,-128,-119,-31,-62,-77,54,false,70.375
1526375155338795,51,21,117,85,-22,53,-28,-118,false,147.875
1526375155338795,-26,-21,68,77,-65,-63,23,-84,false,116.625
1526375155345817,-42,49,69,118,85,94,45,19,false,182.625
1526375155345817,101,-55,-34,-64,-67,-20,-34,30,false,110.125
1526375155361826,-117,4,-70,-94,47,-121,-106,17,false,73
1526375155361826,-52,-51,-70,16,71,123,66,-94,false,129.125
1526375155368820,90,3,-16,-59,-108,-128,-99,-60,false,80.875
1526375155368820,-47,53,-12,-23,100,112,127,74,false,176
1526375155384842,-50,-56,-87,-128,-128,-75,-49,-3,false,56
1526375155384842,-44,-106,-128,-23,24,-68,-121,-72,false,60.75
1526375155386831,109,71,-12,-37,127,124,91,117,false,201.75
1526375155386831,73,-89,-67,-50,-60,-38,-77,-15,false,87.625
1526375155398835,-34,26,-79,-100,-86,5,97,25,false,109.75
1526375155398835,-128,7,76,30,73,71,-47,50,false,144.5
1526375155407842,62,-45,-44,30,-38,-14,-76,-86,false,101.625
1526375155407842,-82,35,55,90,-12,-67,36,-91,false,123.5
1526375155421851,84,72,62,127,-15,50,68,59,false,191.375
1526375155421851,-25,-40,-91,-71,-101,-128,48,32,false,81
1526375155428855,-66,41,32,-91,-24,108,-75,88,false,129.625
1526375155428855,-50,-84,-70,25,-21,-64,-37,-103,false,77.5
1526375155444870,121,90,127,119,-20,45,-24,55,false,192.125
1526375155444870,-6,11,-69,-122,5,-46,-18,61,false,105
1526375155446868,-61,-27,-67,-70,14,19,63,28,false,115.375
1526375155446868,87,43,83,67,-34,-22,62,-47,false,157.875
1526375155458874,-14,-66,-88,-94,45,-31,-57,22,false,92.625
1526375155458874,123,115,127,103,41,127,-35,57,false,210.25
1526375155467881,-112,-68,-92,-123,-42,10,-40,-52,false,63.125
1526375155467881,-10,-72,-80,-40,15,1,88,118,false,130.5
1526375155481896,-43,99,88,74,120,50,20,-109,false,165.375
1526375155481896,11,20,3,-46,-32,-118,62,-57,false,108.375
1526375155488895,38,-36,-75,-25,-43,-72,-44,62,false,103.625
1526375155488895,-19,27,-47,94,82,18,-52,-69,false,132.25
1526375155504908,19,16,-27,-103,-13,-48,97,18,false,122.875
1526375155504908,-86,-114,-128,-128,22,55,27,5,false,84.625
1526375155506911,0,23,127,127,-77,-89,91,49,false,159.375
1526375155506911,-3,-21,-99,-128,2,9,67,-68,false,97.875
1526375155518914,71,59,96,112,22,37,-43,22,false,175
1526375155518914,-123,-65,-82,-44,-15,-90,-83,-91,false,54
1526375155526922,71,50,64,77,83,65,100,52,false,198.25
1526375155526922,25,0,56,-63,-3,38,-22,-53,false,125.25
1526375155541936,-61,-29,-53,-77,-11,-77,-24,-52,false,80
1526375155541936,-58,17,-66,-128,-19,127,52,44,false,124.125
1526375155548936,60,-74,-44,-38,-8,79,6,14,false,127.375
1526375155548936,-43,103,79,60,15,-101,-116,-35,false,123.25
1526375155564955,-74,-56,66,42,-61,-26,48,-55,false,113.5
1526375155564955,-29,-17,-68,68,56,41,105,127,false,163.375
1526375155565946,-19,-90,-128,-122,-26,-110,-122,-128,false,35
1526375155565946,32,127,127,127,112,127,93,52,false,227.625
1526375155578959,49,48,58,-128,-70,-12,1,22,false,124
1526375155578959,-11,-54,-11,-79,23,-29,2,-3,false,107.75
1526375155585963,-55,-49,-54,-1,74,-19,-16,-44,false,107.5
1526375155585963,19,-22,21,-41,-60,1,-10,3,false,116.875
1526375155601974,34,84,65,95,39,-58,-51,29,false,157.625
1526375155601974,49,-27,86,91,6,-35,-46,-12,false,142
1526375155608979,-46,-25,-70,-37,-51,27,-3,-31,false,98.5
1526375155608979,-47,-29,-90,-54,-29,-56,-52,-7,false,83
1526375155624990,23,-68,-1,-6,-14,34,-19,-9,false,120.5
1526375155624990,98,127,127,47,-26,3,4,13,false,177.125
1526375155625986,25,16,33,41,35,-3,11,-5,false,147.125
1526375155625986,-95,-42,-46,-5,-34,-12,4,6,false,100
1526375155638997,61,-63,-103,-69,-61,11,-9,-4,false,98.375
1526375155638997,20,20,2,23,5,-2,-14,-14,false,133
1526375155646999,-23,35,33,15,-75,9,-2,-10,false,125.75
1526375155646999,-56,23,34,-5,42,63,2,10,false,142.125
1526375155662009,48,-44,-55,-20,27,62,-23,-30,false,123.625
1526375155662009,33,-28,-23,-13,-2,16,-32,23,false,124.75
1526375155668034,-2,60,56,29,57,47,42,3,false,164.5
1526375155668034,20,7,-1,-6,-9,33,11,14,false,136.625
1526375155685046,-53,-2,-3,14,13,11,0,6,false,126.25
1526375155685046,8,27,72,25,4,-15,7,-3,false,143.625
1526375155686025,-20,26,2,-10,-4,-26,-23,-14,false,119.375
1526375155686025,8,-62,-42,-9,-2,-23,0,2,false,112
1526375155698053,-11,22,-17,3,23,-33,-3,-10,false,124.75
1526375155698053,-50,-23,-24,-19,-68,-49,-13,-9,false,96
1526375155707045,11,52,54,8,-36,-26,2,-2,false,135.875
1526375155707045,77,-33,-27,-17,-35,-36,-9,-1,false,117.875
1526375155722053,-21,2,-8,-2,17,-8,19,13,false,129.5
1526375155722053,26,10,23,6,20,1,21,5,false,142
1526375155728073,-23,1,-1,5,10,-13,4,-3,false,125.5
1526375155728073,-7,-11,15,11,30,5,-3,-6,false,132.25
1526375155745069,16,-11,-38,-19,-51,-16,6,-8,false,112.875
1526375155745069,-30,-7,-10,-14,6,-3,-20,-2,false,118
1526375155746066,16,-25,-3,16,39,1,21,2,false,136.375
1526375155746066,25,54,52,17,-25,0,-3,8,false,144
1526375155767085,-12,1,22,11,7,14,-4,7,false,133.75
1526375155767085,-16,3,-19,-3,-4,-6,-5,-19,false,119.375
1526375155769081,-6,-5,-15,-12,4,3,-10,-11,false,121.5
1526375155769081,2,-15,-13,-5,4,-2,1,11,false,125.875
1526375155782093,-21,-2,6,9,16,22,-4,2,false,131.5
1526375155782093,12,7,9,2,-12,-2,7,-4,false,130.375
1526375155788120,4,7,7,-6,-7,-6,-8,-1,false,126.75
1526375155788120,-6,-5,4,-4,14,8,6,-2,false,129.875
1526375155805121,-16,-11,-22,-10,-14,-9,-8,-5,false,116
1526375155805121,13,0,-8,3,28,10,5,-1,false,134.25
1526375155806105,-4,0,-1,7,26,6,-4,2,false,132
1526375155806105,2,19,11,-2,-37,-23,-4,0,false,123.75
1526375155818134,-3,-4,-4,-5,-1,4,-6,3,false,126
1526375155818134,11,15,32,24,-6,-6,7,-4,false,137.125
1526375155827119,-12,0,6,5,7,2,3,0,false,129.375
1526375155827119,-1,-15,-20,-5,8,12,1,-1,false,125.375
1526375155841150,-8,-9,-23,-16,-9,-2,-4,1,false,119.25
1526375155841150,-2,-1,-7,-16,-6,-1,2,-2,false,123.875
1526375155848153,-8,-18,-6,-3,-9,-5,-3,-4,false,121
1526375155848153,-3,-4,-17,8,20,11,0,-1,false,129.75
1526375155865144,15,45,28,2,12,2,0,6,false,141.75
1526375155865144,1,2,30,17,5,0,1,-1,false,134.875
1526375155866146,7,12,9,2,-19,-8,-2,6,false,128.875
1526375155866146,-2,-15,-4,-9,-3,4,-1,-4,false,123.75
1526375155878173,-18,-23,-29,-5,6,0,-2,-5,false,118.5
1526375155878173,-1,-5,-16,-9,-6,1,-2,0,false,123.25
1526375155887163,4,13,11,5,14,4,2,3,false,135
1526375155887163,-4,-4,6,1,-1,1,2,0,false,128.125
1526375155903174,-8,-15,-14,-2,-5,1,-4,-4,false,121.625
1526375155903174,5,0,-22,-9,3,1,-4,-1,false,124.625
1526375155908178,0,17,32,8,6,2,2,1,false,136.5
1526375155908178,5,5,25,15,20,4,2,1,false,137.625
1526375155932193,2,-2,-4,-11,-26,-13,-3,13,false,122.5
1526375155932193,-8,-14,-31,-16,5,7,-3,-22,false,117.75
1526375155934190,1,5,1,5,-5,-3,-4,1,false,128.125
1526375155934190,-2,9,21,7,13,3,0,-2,false,134.125
1526375155938213,-2,-9,-6,5,10,3,-1,-1,false,127.875
1526375155938213,-2,-7,-14,-7,-14,-7,0,6,false,122.375
1526375155953207,-3,-7,-17,-9,3,-2,-1,-3,false,123.125
1526375155953207,5,-2,3,-3,-2,0,-2,-1,false,127.75
1526375155961213,-2,-6,2,7,5,4,-2,-2,false,128.75
1526375155961213,2,7,11,0,-7,-2,0,2,false,129.625
1526375155968217,-1,11,11,3,7,3,1,-2,false,132.125
1526375155968217,4,-1,-6,-5,-8,-5,-2,2,false,125.375
1526375155984229,-8,-13,-11,-6,-1,4,1,-4,false,123.25
1526375155984229,3,7,1,-2,0,1,-1,3,false,129.5
1526375155992232,2,4,-2,9,24,3,2,2,false,133.5
1526375155992232,-4,-9,-15,-13,-45,-10,-4,-2,false,115
1526375155998237,-5,-8,13,8,6,5,-2,-3,false,129.75
1526375155998237,2,14,1,-5,-7,-3,-1,-1,false,128
1526375156007243,4,16,10,2,1,-1,4,2,false,132.75
1526375156007243,4,-2,22,3,13,2,1,1,false,133.5
1526375156021269,1,1,-8,2,8,3,1,-2,false,128.75
1526375156021269,-2,-11,-7,-4,-6,-2,0,2,false,124.25
1526375156028257,-3,-13,-24,-9,-6,-2,1,-4,false,120.5
1526375156028257,1,6,0,-1,6,0,-1,-1,false,129.25
1526375156044268,-5,-18,-10,-8,-4,-1,-2,-5,false,121
1526375156044268,-5,2,-6,-2,2,-2,0,-1,false,126.5
1526375156051270,7,8,5,4,-4,-2,-3,0,false,129.875
1526375156051270,2,6,18,6,4,1,2,1,false,133
1526375156058277,1,4,1,-4,3,-4,2,0,false,128.375
1526375156058277,-1,-2,1,12,-5,0,-3,-4,false,127.75
1526375156075288,-3,-8,0,-5,4,1,-2,0,false,126.375
1526375156075288,-5,-4,-20,-10,-22,-4,-3,-6,false,119
1526375156081290,-4,-1,0,-4,2,-1,-3,-2,false,126.375
1526375156081290,-1,-2,-6,-6,2,-2,0,1,false,126.25
1526375156088297,-5,-12,-10,-10,-8,-3,1,-2,false,121.875
1526375156088297,-5,-28,-37,-3,12,0,-2,-1,false,120
1526375156104324,11,53,57,17,3,3,-2,3,false,146.125
1526375156104324,9,10,20,7,2,2,3,3,false,135
1526375156111311,-1,3,9,7,1,2,0,0,false,130.625
1526375156111311,-8,-10,-13,-9,1,-1,1,-1,false,123
1526375156118312,-7,-21,-31,-10,-7,-2,-2,-3,false,118
1526375156118312,-2,-2,-2,0,0,-1,-2,0,false,126.875
1526375156127318,-2,-3,4,-3,-5,-1,-1,-1,false,126.5
1526375156127318,2,3,-4,-3,2,2,1,0,false,128.375
1526375156141327,-2,-7,-8,3,-2,-1,-2,-3,false,125.25
1526375156141327,-5,-16,-8,-12,-2,-2,2,-2,false,122.375
1526375156148337,4,1,-31,-5,-4,-2,-1,0,false,123.25
1526375156148337,10,33,70,21,10,5,1,1,false,146.875
1526375156164347,4,14,23,17,10,1,2,3,false,137.25
1526375156164347,-2,-8,-3,-6,-3,0,-2,0,false,125
1526375156171347,-9,-17,-21,-12,-20,-8,-3,-3,false,116
1526375156171347,-5,-8,-31,-9,1,3,-2,-1,false,121.5
1526375156187372,-2,-4,-2,-11,-3,-2,-1,0,false,124.875
1526375156187372,-6,-15,-20,-13,-9,-3,-3,-5,false,119
1526375156189360,-3,1,-25,-12,3,-1,0,-2,false,123.125
1526375156189360,4,23,61,36,-4,-2,-2,0,false,142.5
1526375156201377,5,3,19,15,4,6,0,1,false,134.625
1526375156201377,0,3,-5,0,5,1,3,1,false,129
1526375156208377,-3,-4,-1,-16,2,1,-2,-2,false,124.875
1526375156208377,-6,-12,-29,-9,3,-3,-1,-1,false,120.75
1526375156224387,-4,-10,-17,-9,-14,-5,-2,-3,false,120
1526375156224387,1,3,1,8,10,2,0,1,false,131.25
1526375156231387,-1,-5,18,9,2,0,0,0,false,130.875
1526375156231387,2,6,-20,-9,-14,-3,0,-1,false,123.125
1526375156247398,0,0,6,-1,-1,-2,-3,0,false,127.875
1526375156247398,4,6,14,6,1,-1,1,1,false,132
1526375156249400,-2,0,17,4,2,2,-1,-1,false,130.625
1526375156249400,-1,-11,-18,-8,17,3,0,0,false,125.75
1526375156261407,-3,-5,-21,-8,3,0,1,-3,false,123.5
1526375156261407,4,10,19,21,-14,-1,1,0,false,133
1526375156268421,1,2,15,-1,-4,0,2,-2,false,129.625
1526375156268421,2,3,-5,1,16,6,-1,1,false,130.875
1526375156284426,-2,-10,-14,-11,-12,-6,-4,0,false,120.625
1526375156284426,-3,-4,-8,2,22,4,3,-1,false,129.875
1526375156291426,-3,5,6,8,-4,2,-4,-2,false,129
1526375156291426,0,-9,-14,-17,-13,-17,-1,-4,false,118.625
1526375156307442,4,-6,-21,-21,10,-1,1,0,false,123.75
1526375156307442,4,8,15,4,0,1,0,2,false,132.25
1526375156308444,-5,5,42,48,-1,-2,2,0,false,139.125
1526375156308444,-14,-4,-2,-10,5,17,-1,-4,false,126.375
1526375156321452,-3,-4,1,6,-9,-8,-2,-3,false,125.25
1526375156321452,8,10,-3,-9,-3,-6,0,3,false,128
1526375156328456,13,2,-18,-25,-3,1,-1,0,false,124.125
1526375156328456,11,-4,-5,9,7,-2,2,4,false,130.75
1526375156352467,-34,-8,1,-4,-15,-5,0,-10,false,118.625
1526375156352467,-12,-4,-4,-5,-12,6,-3,-8,false,122.75
1526375156353468,-3,-1,-2,2,3,-10,-3,-1,false,126.125
1526375156353468,11,2,-1,-3,-4,-1,-1,3,false,128.75
1526375156367482,10,-4,-17,-6,3,1,-1,3,false,126.625
1526375156367482,0,0,1,4,0,3,0,-2,false,128.75
1526375156368478,5,5,8,-3,3,-1,0,0,false,130.125
1526375156368478,-6,-9,-19,-23,-4,-7,1,-2,false,119.375
1526375156381491,0,10,30,38,34,25,2,0,false,145.375
1526375156381491,0,-1,6,2,-20,-11,-7,-1,false,124
1526375156388502,3,3,-1,2,-2,-1,3,2,false,129.125
1526375156388502,-5,0,-1,-3,-6,-5,0,-1,false,125.375
1526375156404501,-3,-6,-11,-9,2,-3,2,-1,false,124.375
1526375156404501,-1,-8,-18,-11,18,4,2,1,false,126.375
1526375156410511,2,2,-6,-16,-12,-4,-3,1,false,123.5
1526375156410511,-6,8,28,28,-12,3,-3,-3,false,133.375
1526375156427518,-1,4,9,8,10,-1,-1,-2,false,131.25
1526375156427518,9,-4,2,-12,-29,-15,-4,6,false,122.125
1526375156428518,-21,-25,-41,-15,3,1,0,-10,false,114.5
1526375156428518,7,14,3,0,7,4,-1,0,false,132.25
1526375156441527,11,23,37,7,-1,3,2,5,false,138.875
1526375156441527,1,2,1,4,3,-4,1,2,false,129.25
1526375156448533,4,-5,-5,2,14,8,-1,-6,false,129.375
1526375156448533,-7,-11,-2,-4,-4,0,-4,6,false,124.75
1526375156463541,11,-1,-14,-7,-21,-9,0,10,false,124.125
1526375156463541,-7,-11,-13,-10,10,3,-1,-26,false,121.125
1526375156470546,-5,-4,-9,-2,-11,-8,-6,4,false,122.875
1526375156470546,-6,0,22,14,21,7,2,-2,false,135.25
1526375156487557,3,8,0,2,-8,-2,0,5,false,129
1526375156487557,5,1,0,-2,32,9,3,8,false,135
1526375156489563,4,0,-12,-11,-47,-9,-3,0,false,118.25
1526375156489563,2,3,-6,-1,-6,-3,-2,-4,false,125.875
1526375156501567,16,-1,-1,-9,10,6,1,8,false,131.75
1526375156501567,-31,-8,-29,-12,5,0,-1,-15,false,116.625
1526375156508572,3,4,55,22,-9,-8,0,7,false,137.25
1526375156508572,-7,1,6,20,8,4,3,0,false,132.375
1526375156524581,1,-1,-2,8,-1,5,-1,-4,false,128.625
1526375156524581,12,1,-21,-15,17,4,3,12,false,129.625
1526375156530590,20,-4,-45,-51,12,15,4,-9,false,120.75
1526375156530590,-28,-1,39,34,-15,-13,-6,-19,false,126.875
1526375156547596,-17,-6,-7,-3,-35,5,-2,-5,false,119.25
1526375156547596,-11,-2,14,18,-1,-17,-10,-3,false,126.5
1526375156548598,3,2,-9,-11,8,-18,-1,13,false,126.375
1526375156548598,29,-1,-31,-29,2,10,7,19,false,128.75
1526375156561614,25,-6,-24,-33,8,3,24,-10,false,126.375
1526375156561614,-44,-26,-53,-42,-10,2,-24,-68,false,94.875
1526375156568621,-78,14,102,114,24,31,-7,-53,false,146.375
1526375156568621,-17,-2,2,-27,-9,-35,7,36,false,122.375
1526375156583625,71,0,-41,-37,43,41,40,83,false,153
1526375156583625,-10,3,-5,-5,-60,-53,-44,32,false,110.25
1526375156590628,-7,-6,-46,-65,0,-38,-13,-119,false,91.25
1526375156590628,-3,-1,43,68,18,16,-3,26,false,148.5
1526375156607641,0,9,-10,-38,-23,11,0,59,false,129
1526375156607641,-12,-5,1,55,-27,57,44,2,false,142.375
1526375156608638,3,23,47,61,-10,-42,55,53,false,151.75
1526375156608638,-11,7,19,-13,2,-79,-81,8,false,109.5
1526375156621651,81,-7,-86,-65,-2,-49,32,-47,false,110.125
1526375156621651,-1,11,72,47,22,86,26,39,false,165.75
1526375156628655,6,11,14,35,-9,-4,10,-41,false,130.75
1526375156628655,-33,-14,-15,-21,19,118,-4,-67,false,125.875
1526375156643665,-74,14,8,16,19,-12,42,-16,false,127.625
1526375156643665,-5,-7,-7,-12,-24,-101,32,21,false,115.125
1526375156650669,55,10,20,15,-2,79,85,127,false,176.625
1526375156650669,30,-30,-80,-107,26,16,-4,-88,false,98.375
1526375156667679,-54,-29,2,83,-82,-91,26,-45,false,104.25
1526375156667679,36,28,33,33,15,42,74,98,false,172.875
1526375156668677,-30,-14,-38,-27,12,-76,-61,-104,false,85.75
1526375156668677,-16,-3,-74,-72,-50,-36,20,30,false,102.875
1526375156682687,12,-13,-18,91,74,99,-30,-6,false,154.125
1526375156682687,10,39,68,77,32,-93,-128,34,false,132.875
1526375156689695,-40,-25,-54,-47,-98,-60,27,-37,false,86.25
1526375156689695,13,-25,-60,-85,-68,94,12,103,false,126
1526375156705706,28,4,-4,20,87,90,50,-126,false,146.625
1526375156705706,26,3,-43,-72,-17,52,23,90,false,135.75
1526375156710710,-29,16,111,91,-15,-41,-128,-64,false,120.625
1526375156710710,-27,-2,-19,7,64,-14,58,-26,false,133.125
1526375156726720,-27,0,0,-70,-51,90,55,80,false,137.625
1526375156726720,83,24,-4,2,-37,112,93,29,false,165.75
1526375156727717,48,-35,-128,-128,24,-23,35,33,false,106.25
1526375156727717,24,-27,-37,54,8,-11,-74,-93,false,108.5
1526375156748737,-17,29,99,71,-11,-128,-128,6,false,118.125
1526375156748737,3,39,84,85,36,84,20,22,false,174.625
1526375156749733,19,24,-50,-63,-8,115,60,52,false,146.625
1526375156749733,-44,-42,-65,-43,44,97,28,-76,false,115.375
1526375156764743,19,45,87,46,19,-93,-6,-48,false,136.625
1526375156764743,-18,9,38,43,-20,-111,-70,-48,false,105.875
1526375156770749,98,-11,-62,-45,90,122,105,9,false,166.25
1526375156770749,1,45,126,-9,-69,-73,-52,-39,false,119.25
1526375156786760,-128,-37,-110,24,-2,110,70,17,false,121
1526375156786760,35,-9,-61,-128,85,71,94,-2,false,138.625
1526375156787756,-4,-25,99,114,-87,-100,-92,-44,false,110.625
1526375156787756,60,77,108,2,69,-69,-86,-54,false,141.375
1526375156808774,-29,-78,-102,-128,-34,4,-5,1,false,81.625
1526375156808774,-36,-8,-68,-40,59,82,93,24,false,141.25
1526375156809773,-34,40,45,48,-51,127,-81,-61,false,132.125
1526375156809773,-32,-53,-119,-60,-62,-118,51,-7,false,78
1526375156825783,31,10,-28,-60,-9,33,5,81,false,135.875
1526375156825783,-42,-12,6,39,-66,-52,2,47,false,118.25
1526375156830789,-90,-23,-128,-31,96,-31,-33,-47,false,92.125
1526375156830789,32,-8,-31,-13,-45,1,111,74,false,143.125
1526375156846800,91,36,70,57,64,78,34,66,false,190
1526375156846800,19,-5,-18,-88,-76,-19,42,31,false,113.75
1526375156847805,-23,-6,-66,-35,55,92,127,62,false,153.75
1526375156847805,4,2,-1,64,-29,-62,-102,-52,false,106
1526375156868812,-23,-4,-9,-38,74,47,52,-3,false,140
1526375156868812,-21,-19,36,17,-7,80,-20,-64,false,128.25
1526375156869813,-9,-6,29,17,21,-128,-46,-13,false,111.125
1526375156869813,72,19,27,70,-1,127,37,127,false,187.75
1526375156884825,45,19,-99,-63,36,17,-89,14,false,113
1526375156884825,-81,-86,-106,-95,-20,-114,-38,-128,false,45
1526375156895829,95,86,36,-34,0,56,-50,109,false,165.25
1526375156895829,-88,-62,-120,47,82,-114,-17,81,false,104.125
1526375156907838,-13,-53,-51,-48,-59,52,-26,-93,false,91.625
1526375156907838,85,64,56,84,-9,93,-123,-3,false,158.875
1526375156908837,-9,-32,-17,-8,-22,-49,66,34,false,123.375
1526375156908837,9,-28,-61,-47,20,64,85,-16,false,131.25
1526375156928870,-128,0,-9,85,0,-128,-97,2,false,93.625
1526375156928870,60,1,-8,-22,28,28,124,41,false,159.5
1526375156929855,-41,-30,-103,-100,89,125,90,114,false,146
1526375156929855,124,70,127,127,12,63,-49,2,false,187.5
1526375156944865,-78,-24,-87,-128,-83,-101,-50,-81,false,49
1526375156944865,-86,6,-55,-71,81,38,27,29,false,124.125
1526375156950869,96,34,127,127,-98,12,40,32,false,174.25
1526375156950869,-117,37,-88,-128,13,-41,-2,-27,false,83.875
1526375156965893,64,-33,-84,-43,0,-17,91,24,false,128.25
1526375156965893,-40,-72,-128,-128,49,8,-27,-96,false,73.75
1526375156973879,81,92,68,77,62,21,-43,72,false,181.75
1526375156973879,-13,-56,-72,-113,-44,-45,-13,-60,false,76
1526375156988889,-17,72,127,127,-14,-119,-63,-26,false,138.875
1526375156988889,-15,-7,-58,12,-29,27,-65,-59,false,103.75
1526375156989890,-17,-54,-128,-128,99,71,89,103,false,132.375
1526375156989890,15,-37,2,68,-79,-59,-120,-100,false,89.25
1526375157004900,13,107,87,61,36,-94,77,50,false,170.125
1526375157004900,-27,-45,-97,-79,-46,-56,-78,41,false,79.625
1526375157010909,43,-83,-26,127,-94,-82,-95,-18,false,99.5
1526375157010909,-10,-23,-101,-128,-20,77,46,-22,false,105.375
1526375157033940,-31,-48,-128,-120,50,-30,97,25,false,104.875
1526375157033940,30,48,52,26,23,49,33,0,false,160.625
1526375157034924,-1,-23,38,-72,-79,-46,36,-9,false,108.5
1526375157034924,-100,34,90,21,2,-20,127,69,false,155.875
1526375157048952,117,-91,-49,96,-47,127,-57,-111,false,126.125
1526375157048952,85,81,14,-20,83,18,-38,-60,false,148.375
1526375157049934,-106,52,-115,-128,13,-3,53,-34,false,94.5
1526375157049934,125,64,127,127,-42,2,76,94,false,199.625
1526375157064944,57,-34,-75,-128,89,102,104,-6,false,141.625
1526375157064944,-35,53,87,127,-5,39,55,-29,false,164.5
1526375157070949,-59,-4,-73,-73,44,73,-16,-75,false,105.125
1526375157070949,73,-51,-98,-6,41,41,10,21,false,131.875
1526375157085975,-14,35,59,76,37,89,-34,42,false,164.25
1526375157085975,-12,-20,8,7,-82,-128,-43,-38,false,89.5
1526375157092963,-64,-79,-77,-66,1,35,-69,-59,false,80.75
1526375157092963,6,106,66,21,42,84,47,98,false,186.75
1526375157108990,-77,-29,-64,-83,-4,118,24,-18,false,111.375
1526375157108990,125,-51,-103,-80,17,52,45,21,false,131.25
1526375157109974,-68,9,14,33,46,-92,109,-7,false,133.5
1526375157109974,63,47,8,-76,-40,114,26,-54,false,139
1526375157124983,93,7,62,-41,-86,-128,-120,18,false,103.625
1526375157124983,-128,33,52,85,51,125,118,110,false,183.75
1526375157130988,80,-20,-98,-128,-27,-64,7,-39,false,91.875
